silhouette,jaccard,dasgupta,clustering_accuracy,epoch,num_adjs,epochs,hidden_dim,latent_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
0.29166114,0.16966944234166037,0.8589319722438675,0.40350877192982454,236,1,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf,9391
0.25834286,0.15498968973289215,0.8339750439585913,0.38802889576883387,179,1,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram,9391
0.21099845,0.11970447956607126,0.8227480735100945,0.3364293085655315,213,1,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,9391
0.2000471,0.06861624561541796,0.6595995907508087,0.2528379772961816,194,1,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,9391
0.2771485,0.1632950885668277,0.8516099193152958,0.4024767801857585,221,2,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & trigram,9391
0.25881603,0.1600519844046786,0.8605617187933912,0.3942208462332301,221,2,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
0.16229266,0.11099428571428571,0.7806504818344953,0.33126934984520123,218,2,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,9391
0.25524548,0.16851898415891375,0.8373049328850616,0.39525283797729616,247,2,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
0.1786686,0.132513228709692,0.7750893223276386,0.3498452012383901,247,2,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,9391
0.15376581,0.09238419261973306,0.7504198529093044,0.2982456140350877,218,2,250,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
0.29347813,0.1530200019706375,0.8348530517588924,0.39525283797729616,104,1,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf,9391
0.27265742,0.13896164639850328,0.7958413470945536,0.37254901960784315,186,1,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram,9391
0.22913241,0.10324758985294771,0.7741278372705664,0.3157894736842105,223,1,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,9391
0.219694,0.07203893167797065,0.6726316875897478,0.27038183694530443,168,1,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,9391
0.2800132,0.1492597441837043,0.8235327375518282,0.38802889576883387,132,2,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & trigram,9391
0.25851125,0.1487857212523164,0.8239477957846979,0.3890608875128999,239,2,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
0.17409463,0.09779165737229534,0.7711487080259336,0.30856553147574817,108,2,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,9391
0.24894744,0.1321649883810999,0.8062245653501094,0.3591331269349845,154,2,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
0.17485446,0.10589369319746626,0.7428428229680188,0.3302373581011352,208,2,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,9391
0.16475044,0.09056943506639657,0.7455084413465847,0.2982456140350877,164,2,250,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
0.27386525,0.16080327626190358,0.8596460187390367,0.39215686274509803,180,1,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf,9391
0.25285444,0.1530140576602335,0.8031768140311855,0.38183694530443757,242,1,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram,9391
0.2065624,0.11157539118065433,0.7498076863596499,0.32301341589267285,134,1,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,9391
0.20375845,0.06717857694088594,0.6710494997960738,0.24458204334365324,180,1,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,9391
0.27035654,0.1751530536060923,0.8555354567153794,0.4086687306501548,235,2,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & trigram,9391
0.24563056,0.13815431763135783,0.8246314667574828,0.37254901960784315,224,2,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
0.16421124,0.10987055735954807,0.7385128698538572,0.33746130030959753,218,2,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,9391
0.23723707,0.15044419632020972,0.8399099110784297,0.3746130030959752,210,2,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
0.16239303,0.10645911612095187,0.741751188774892,0.32920536635706915,168,2,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,9391
0.15237843,0.09003072265016251,0.678296944233534,0.3013415892672859,194,2,250,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
