best_loss,epoch,ari,nmi,jaccard,dasgupta,num_adjs,epochs,hidden_dim,latent_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
32256.189453125,498,0.2687198847534579,0.6223382449455104,0.0009603522556890433,0.8251103751425926,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & trigram,9313
20482.8984375,496,0.29249148220670307,0.6229696057169456,0.0034783439349065515,0.8247582784073779,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram,9313
10565.619140625,496,0.2465723212346989,0.5843354414340783,0.02125879704684162,0.8240591180859589,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9313
18205.94921875,496,0.2351625165114764,0.5864138689560706,0.006492879833073374,0.823569001220104,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & BOW-n_gram,9313
32493.134765625,498,0.2644219010322619,0.6246403304434014,0.018907422840239295,0.8233446346219971,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram,9313
10065.69140625,494,0.26193359047260223,0.5961397307102924,0.02717450987416498,0.822280515073448,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & trigram,9313
10216.849609375,497,0.28091849743575814,0.5947754518260655,0.021324158525775287,0.8216838072963291,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram,9313
33808.28125,496,0.26455904086319304,0.6157307810724454,0.024955892131515958,0.8215095484928142,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,9313
22945.001953125,493,0.3219579483808643,0.6500703814080416,0.028641838191572472,0.8176225034359792,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram,9313
17495.513671875,495,0.24447917245270126,0.5937962730948031,0.029864412587375884,0.8170671793285011,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & BOW-n_gram,9313
28463.470703125,496,0.27581324460805673,0.6184290317100687,0.004015544041450777,0.8160567467027293,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & trigram,9313
21802.134765625,486,0.2460214852376531,0.5879547174470088,0.02109383995394358,0.8147838073941276,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,9313
17793.3828125,495,0.23870147740895037,0.5909208162794527,0.0020821090200821087,0.8138185612616934,1,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram,9313
29974.98046875,482,0.27976655703478676,0.6133505923136516,0.03962175520554398,0.8120118844624802,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram,9313
29833.33203125,482,0.26184892107336144,0.6063170926413435,0.039106852185135585,0.8116460304533037,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & trigram,9313
21268.0546875,493,0.25766733927097973,0.5998454307204246,0.01673597559194174,0.8093804423121002,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9313
29973.6171875,482,0.27753800641780346,0.6093224526969129,0.01337512080637442,0.8084368946442885,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9313
34397.375,485,0.2352356365930101,0.5802442140131133,0.0009516023346397933,0.8083007759254968,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,9313
20202.13671875,493,0.2971205805556618,0.6318456560860074,0.00796799330392878,0.8065216136742069,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & trigram,9313
18447.791015625,496,0.23993272473825852,0.586458171804071,0.0043836483404246585,0.8039417333392442,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram,9313
23205.9765625,493,0.24305098908182318,0.5789709265071946,0.026587835029520435,0.8030588071550686,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,9313
28767.24609375,491,0.2934828919391151,0.6343250550633056,0.007656487951499356,0.8028002151436912,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram,9313
10895.2802734375,482,0.19942726578116307,0.5376953827195866,0.007002220577350111,0.7979512793870955,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9313
22818.10546875,493,0.25022318811375277,0.5866661079398603,0.02414100247629254,0.7973825335489231,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9313
10566.947265625,495,0.1996582273618298,0.5490793821833645,0.01992858137321087,0.7932565816857289,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9313
24222.330078125,493,0.2584136025049724,0.605082968539956,0.02270366221878846,0.792622740453689,1,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,9313
10710.8876953125,495,0.21548999516228595,0.5602512719293132,0.0028182955154547077,0.7918364507305126,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,9313
30198.8671875,497,0.21319614688200625,0.5644313491947732,0.017905237577808684,0.790989092132677,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9313
25387.69140625,496,0.267273983259728,0.5858666459451765,0.026650374404141985,0.7897313641188621,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & BOW-n_gram,9313
35333.91015625,483,0.219775413291958,0.5778168547339105,0.06945955582680198,0.7894181904026609,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,9313
33869.234375,498,0.2197499969008603,0.5807210629887757,0.012638401747447483,0.7886263082916952,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,9313
30766.75390625,497,0.2279292601294868,0.5744848697688216,0.015102448358311009,0.7883092199040416,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,9313
31860.763671875,486,0.21985478417832177,0.5679439841483561,0.03654187250646517,0.7880466013734557,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,9313
31336.462890625,499,0.21966386237278615,0.573888823073245,0.02267865272658634,0.7860413948077223,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9313
17394.1015625,496,0.29202709380542713,0.6263984671408833,0.002105549055657697,0.7853712030550518,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,trigram,9313
25687.435546875,496,0.2471451433015122,0.576570913107017,0.0018856039825256524,0.7843405259854827,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,9313
23784.140625,493,0.25731926946897904,0.604112654484589,0.01607858288303069,0.7822575852294777,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & BOW-n_gram,9313
32383.57421875,498,0.27017820062270037,0.6172809006592666,0.0034256689719631825,0.7799386457087641,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,9313
11061.744140625,496,0.20692656350488106,0.5472303623806846,0.006621932991525353,0.7798890971529508,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,9313
35871.30078125,487,0.2329408408368126,0.5784558737436803,0.03683634065380256,0.7661550875244618,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,9313
37415.1796875,485,0.14740880186588318,0.48814156260200964,0.03846914541312824,0.7220305886280588,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,9313
18642.353515625,495,0.14099798061448213,0.46439465841377775,0.0033207221362424257,0.7112623340919944,1,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,starr,9313
19196.908203125,495,0.14328373282290993,0.45518881109235015,0.001659853100267608,0.7046034779512678,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram & starr,9313
19195.921875,495,0.14846356052424634,0.4562048164712671,0.018762019341380345,0.7033211434311799,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & starr,9313
22200.275390625,493,0.13836406333119738,0.45854716025232967,0.00816444756098036,0.7025773558552023,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,9313
19301.4453125,495,0.13954684620687913,0.4466059601007326,0.0123060772268811,0.7015847070226005,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,starr,9313
19213.796875,495,0.15086254792857257,0.46425452651607263,0.029027692228815398,0.7006612919508303,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & starr,9313
34585.828125,495,0.13629281155837253,0.4566913836441488,0.01277725724631186,0.698759432711443,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,9313
23204.892578125,499,0.138804169770815,0.4626837916524215,0.004140721027858043,0.6977859098450807,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,9313
25988.701171875,499,0.14012476721428907,0.46456045765120235,0.018948059253942166,0.6970568861728668,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,9313
26012.3984375,499,0.13588161708871627,0.46433783180196525,0.015417590003823775,0.6960775472232035,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,9313
26190.5625,499,0.13643115102128173,0.4599238742360847,0.03208635323933011,0.6947130046026129,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,starr,9313
25999.998046875,499,0.13675471551356824,0.4611230695599349,0.005843953839764078,0.6944570969373742,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,9313
22181.578125,493,0.13409039495709538,0.4551539163848019,0.0013565617881905333,0.6937080525168745,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,9313
34514.1875,495,0.1405021851535289,0.4691061628624389,0.006270796201369286,0.6934961010196599,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,9313
22202.130859375,493,0.1376721842730469,0.4573269941606152,0.014383234280289092,0.6906164686991905,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,9313
18487.95703125,495,0.15675557386155994,0.4732334563880432,0.009708142474531301,0.6897084886177187,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram & starr,9313
22364.29296875,493,0.13351954084347223,0.4494205169459422,0.02502105291420766,0.688332984917061,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,9313
23184.203125,499,0.14090445620668016,0.4615334542684069,0.00995344715580105,0.688238361715666,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,9313
23206.189453125,499,0.13967441144391338,0.45795166477663535,0.004128240872131508,0.6867256208186587,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,9313
24981.94140625,493,0.13115730229435255,0.4612622312457509,0.013597534617868364,0.6862091078824384,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,9313
32978.4296875,496,0.1287061900599147,0.45825227428608833,0.009314777415713193,0.684438110517321,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,9313
18496.873046875,495,0.14935161666644636,0.46595248722617494,0.009463479933754218,0.6833936761737902,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & starr,9313
38562.30078125,484,0.12863973133843912,0.4565288281530487,0.008902913587838394,0.6831962648848278,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,9313
23364.654296875,499,0.1404821728354643,0.44807174073261896,0.007742613043106737,0.6819988228113816,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,9313
11050.6591796875,495,0.133021287563501,0.4432614062935313,0.01845361011718683,0.6815480763555635,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,9313
37449.109375,488,0.14810696243960356,0.4735296247332639,0.017150188767580406,0.6810397283055156,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,9313
24951.830078125,493,0.1417496833565478,0.464516295347509,0.03314964509049967,0.6810198194049857,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,9313
34538.31640625,495,0.13630260721163728,0.46412719950070297,0.015549799420177531,0.6809227355529632,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,9313
33540.84765625,496,0.12308160680516561,0.4557409152233947,0.001198876379046662,0.6786613976264795,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,9313
38545.15625,484,0.12787094891413353,0.45168269076128265,0.013064496650040053,0.6782940895964779,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,9313
37397.55859375,485,0.14574684339245156,0.47522292701916646,0.021242582974942317,0.6761622713711946,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,9313
11490.2255859375,495,0.1363008860696168,0.4349812385032674,0.0036007754249790897,0.6754232932487156,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,9313
25148.630859375,493,0.13197279269895157,0.4534639437561732,0.022675893084287097,0.6748581265387283,1,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,starr,9313
24973.2265625,493,0.14090433231345992,0.46474831273015516,0.01468384473326664,0.6734483974248001,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,9313
18495.5390625,495,0.14705891503825141,0.46815927493831533,0.015663882133164147,0.6730552525632119,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & starr,9313
32976.50390625,496,0.1285797470672658,0.4640856364720082,0.0199044098773233,0.67252285724567,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,9313
11054.80859375,495,0.12783436678148136,0.43936700568913795,0.013998235290017206,0.6721905575632294,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,9313
33025.23046875,496,0.1215203243657037,0.4543694769540737,0.014991590097600817,0.6712847025891175,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,9313
38557.9296875,484,0.1283706968211851,0.45758450101885584,0.020232319527145874,0.6707348590216731,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,9313
38939.09375,484,0.14107899066284796,0.46003953178798335,0.007327498575392388,0.6700339091361615,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,9313
37764.421875,493,0.13463017508438088,0.4626274095141146,0.020780578911024403,0.6682755505674478,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,9313
11105.7060546875,495,0.13849653857465707,0.4325009087421773,0.006691815641433881,0.6600551879081912,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,9313
34844.38671875,495,0.13267967219170101,0.4567460470861253,0.013479571481784677,0.6594876723953325,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,9313
11394.984375,495,0.1137601103183521,0.4234787520715864,0.01147808626253826,0.6540975053484878,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,9313
11430.94140625,495,0.1299480510510324,0.432161641103814,0.014155394381727616,0.652865837861771,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,9313
11059.13671875,495,0.130540252732557,0.4419356232063994,0.021043572069600544,0.6506464428437071,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,9313
11414.84765625,495,0.12905417899328975,0.437830932180673,0.009835445310522627,0.6484032242536607,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,9313
