best_loss,epoch,ari,nmi,jaccard,dasgupta,num_adjs,epochs,hidden_dim,latent_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
10215.66796875,488,0.20486582566420827,0.6493962836415157,0.00613427011775825,0.826648445787619,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
24411.978515625,492,0.26008201485384763,0.688163772805633,0.054049213632939117,0.8256466078467957,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & BOW-n_gram,9391
10529.361328125,495,0.20208320654018488,0.6493539783110356,0.02570865591034959,0.8240602073894334,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
23002.9765625,498,0.24891891385500237,0.6926946861514384,0.007405110531372478,0.8226739084572661,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram,9391
28553.08984375,483,0.23023892452019315,0.6752094696585675,0.0018526528258362169,0.8198572993433455,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & trigram,9391
10546.6611328125,495,0.2257217905322287,0.6564536726174643,0.012479297039993514,0.8191993477909734,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram,9391
28908.056640625,483,0.22971154146939837,0.6751480237399083,0.016304296838352567,0.818998581108354,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram,9391
32392.330078125,485,0.23042820215828555,0.6772535360236577,0.016142221085880183,0.8167628761451378,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,9391
16601.6875,497,0.22160002244438773,0.6719931931429727,0.0038694258866981694,0.8163566866779277,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & BOW-n_gram,9391
30115.56640625,498,0.22471832159462463,0.668784260326673,0.0011464315828394848,0.8133986207517365,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram,9391
32354.029296875,485,0.23605703843583914,0.6840572435480119,0.009510573843673239,0.8124006628958892,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & trigram,9391
10244.9501953125,488,0.22332121404853741,0.6558026481956919,0.008869395711500973,0.8095298434518744,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram,9391
17557.51171875,497,0.20341104770664656,0.6494885252088468,0.012309509965911371,0.8063658004432387,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & BOW-n_gram,9391
29912.087890625,499,0.23142590458893386,0.674187867506396,0.0071055758564171545,0.8035004131181904,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
33733.65625,487,0.19802566065326951,0.6586201977264632,0.0010445820849646146,0.8032901125124869,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,9391
29840.7265625,499,0.22294414330489137,0.6708040346188907,0.001825892191945734,0.8016521623547281,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & trigram,9391
21312.8125,498,0.21500491464043284,0.6538689911043475,0.0026631054686116285,0.7992163558663171,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
17775.203125,488,0.17880088308979414,0.634298181004635,0.0038942007205086367,0.7979493418322714,1,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram,9391
33829.8203125,498,0.2331283575453134,0.6739226924150262,0.005637487332533773,0.7955906936050989,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,9391
28677.751953125,483,0.2467373613463619,0.6780896184875312,0.010952134270422973,0.795482383804481,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & BOW-n_gram,9391
33868.65625,498,0.24021252817959013,0.6764173067737359,0.008948023653906007,0.7951047961065232,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram,9391
33653.19921875,498,0.23078640204597772,0.6781614965329523,0.0013035685188202703,0.7948962692539516,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & trigram,9391
18705.2265625,498,0.19707786509241132,0.6366928104141186,0.012112218046731441,0.7946958351500446,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram,9391
35504.1484375,494,0.18033699043950804,0.6411065041713153,0.007984378528149531,0.7935917846849943,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,9391
32629.310546875,485,0.2247065391478105,0.6764267076982047,0.01566035471716226,0.7927521342961709,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram,9391
18439.755859375,498,0.1954827579690098,0.6507461345400425,0.006970282157226145,0.7917780112480337,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & BOW-n_gram,9391
35915.82421875,494,0.18346166072406717,0.6373209366771316,0.0020496502694645107,0.7910424579961401,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,9391
22885.259765625,492,0.17739629245973185,0.629313162204903,0.00926394402201704,0.7909436821186062,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
10712.265625,488,0.16732588918632552,0.6075258604523933,0.007055318163781828,0.7900007106098484,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,9391
10555.1318359375,488,0.1534578768876049,0.6031500629098107,0.010931351277765379,0.7898792085203119,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
25770.9375,498,0.20530997257879954,0.6352785565098424,0.006661933266756267,0.7877053631975715,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,9391
23330.443359375,492,0.183940000144995,0.62751790955307,0.00787594611035902,0.7869204774366961,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,9391
31396.04296875,498,0.1694041880043477,0.6295195334660938,0.01879307289470629,0.7851470568834868,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
30086.2578125,483,0.1738365563181887,0.6337001244676396,0.0027050692685367606,0.7851426225006571,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
10965.3408203125,494,0.16309002320452154,0.6030041803328551,0.014514200257143988,0.7844407705582699,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,9391
25447.943359375,498,0.18333494690264596,0.6333485415619385,0.01224412941538573,0.7832332881137145,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & BOW-n_gram,9391
21781.56640625,498,0.19783269916206037,0.6477221812434053,0.002215857875215354,0.7823196943912042,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,9391
24545.130859375,493,0.19660456295094506,0.6410234412885294,0.021954218624947383,0.7807655540689287,1,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,9391
24116.35546875,498,0.1977214072115079,0.6521557957374956,0.006077035441687481,0.7792282644014066,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & BOW-n_gram,9391
23124.3984375,498,0.26275458594108025,0.6909190575704308,0.001602044326502531,0.7772465387147673,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & BOW-n_gram,9391
11106.837890625,494,0.14910602198484896,0.5957970770351211,0.003307102435340988,0.7747104043148318,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,9391
34183.90234375,487,0.18813275080145261,0.6385348923339629,0.0025760797962199296,0.7711908346628167,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,9391
30681.328125,483,0.19461700765476053,0.6380981209239636,0.0023623610294271767,0.7708857491241263,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,9391
31911.640625,498,0.16010310772709682,0.6173375822902964,0.0017870216012630872,0.7624361435015061,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,9391
18634.833984375,492,0.1078663982316914,0.5315459522858543,0.002933954017545349,0.7148435754827851,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & starr,9391
19208.189453125,493,0.09793455072841128,0.532433315013048,0.013479595964385827,0.714479623512029,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram & starr,9391
19206.404296875,493,0.0904873219736564,0.5277718220304473,0.002778362239121504,0.7136002853968789,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & starr,9391
33223.17578125,498,0.09391942261592647,0.5341180218330769,0.014851416547630907,0.7131225915065383,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
19206.0859375,493,0.0934899978182409,0.5269187181885507,0.0016497084404473207,0.7079363590679415,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & starr,9391
18619.28515625,492,0.1009311573311491,0.53692546470963,0.002686244596999746,0.7068554782531768,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & starr,9391
18634.04296875,492,0.10236449079343972,0.5336539529379579,0.0022714386641281676,0.7065909673173791,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram & starr,9391
19318.279296875,493,0.0968875983765346,0.5272300389422214,0.010744637919197934,0.7062344429378629,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,starr,9391
18730.26953125,492,0.09891917475562775,0.5244060562624394,0.006650205307812487,0.7026319503269304,1,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,starr,9391
33645.1796875,498,0.10537827214234535,0.5317107965620049,0.010279736452661522,0.7020253267558132,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,9391
33191.4921875,498,0.09239243711305932,0.5297467872731618,0.012068800059098462,0.7010075250368026,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,9391
34863.16796875,496,0.09715259560720724,0.5245441790923719,0.021143033664099923,0.6989031886649193,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,9391
37416.3671875,498,0.10263357850487369,0.5396671450067019,0.010001572242514857,0.6969413068414434,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,9391
23531.0390625,492,0.09782100781750427,0.5285088342276174,0.00825428909157404,0.6956789489093691,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,9391
22352.08203125,499,0.0963517918914503,0.5271701783548207,0.002745947359431517,0.6956028992438379,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
22348.59765625,498,0.0974834228093099,0.5287600153978659,0.012925736264968433,0.6951800808410161,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,9391
26073.916015625,492,0.09488888678799942,0.5256866173103925,0.010868747730007823,0.6915197195341547,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,9391
23520.46484375,492,0.09906536825621676,0.5272068351986198,0.01380797882413433,0.6907866051928174,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,9391
26091.548828125,492,0.09437576240047252,0.5265081442435858,0.011939273588287764,0.6896429778610111,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,9391
23519.38671875,492,0.1016568967328555,0.5274813353005076,0.020927273459622857,0.6880538059143803,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
25104.53125,499,0.1030280643723498,0.5368639977937234,0.001888917696540201,0.6861001276991395,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,9391
22337.958984375,498,0.09390331422109062,0.5218789143715815,0.015707329164194508,0.6859234175433718,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,9391
26096.1953125,492,0.09160475264240626,0.5244792041329486,0.014776715464087839,0.6855712166871147,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,9391
25249.900390625,499,0.09263557472419626,0.5246423252420889,0.004496078533946952,0.6851881968701905,1,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,starr,9391
22570.08203125,499,0.1031074270771011,0.5308860470769563,0.0019031691180813987,0.6841973340268708,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,9391
33237.984375,498,0.10197434742741869,0.535557161443155,0.012788787091071495,0.6835633281417797,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,9391
23720.40625,492,0.10241995161651345,0.5265642971702326,0.00743109867134411,0.680624551780898,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,9391
37451.07421875,498,0.09450802128211827,0.5339643991370913,0.0070948870725434775,0.6789979092993552,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,9391
11004.3310546875,492,0.08797319838045112,0.506160139418016,0.0014610585818016159,0.6757264433666677,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,9391
26243.26171875,492,0.09302241969080215,0.5248536029277858,0.007499613163887729,0.6740429299253327,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,starr,9391
25072.78125,499,0.10023886858735118,0.5328847652801877,0.006760153802158205,0.6732002863280994,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,9391
11516.50390625,490,0.09431353592605621,0.5145058454715289,0.005650498790188518,0.6731200239988799,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
34531.16796875,496,0.09941201667699377,0.5337075698193888,0.018008358808070328,0.6728723637178353,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
37388.203125,498,0.09576881862845282,0.5327430682835954,0.0019992310649750095,0.6725404501630246,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,9391
25081.115234375,499,0.09932267661886249,0.5336804966748663,0.007818618913192287,0.6722434573729985,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,9391
37780.6171875,498,0.1040350064443126,0.534705051124715,0.02071569484031562,0.671295164604845,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,9391
34537.53125,496,0.10369190530801925,0.5363611101665744,0.003804553930145378,0.6703427700325739,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,9391
38668.828125,496,0.09337531425880953,0.5259770827917939,0.02066221079674929,0.670230469287409,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,9391
38650.19921875,496,0.09530525805975275,0.5306753263996388,0.0020710563426069284,0.670045666382977,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,9391
11089.7705078125,492,0.09161435615261442,0.5134758325965776,0.006778456787562597,0.6687106954320647,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,9391
11001.88671875,497,0.09553383813915961,0.5093972494411031,0.006730403907264133,0.6685537182798896,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,9391
11021.8125,497,0.08208310875461426,0.5082110819764237,0.015395690149268566,0.6682436440605156,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,9391
38669.66796875,496,0.09743584659558314,0.5260547803373701,0.004191856665713493,0.6673505593585932,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,9391
34538.16015625,496,0.09996703214025911,0.5371557581372693,0.00768821980582269,0.6665387347220268,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,9391
11514.9443359375,490,0.0917695970492363,0.5120675345617186,0.011126126364312752,0.6637119265275977,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,9391
11503.7646484375,490,0.0923138331832469,0.5138531703262539,0.008975859463386596,0.663067278123715,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,9391
11557.55078125,490,0.09015737726015767,0.5108170416502069,0.0028812396801913246,0.655796220597686,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,9391
38942.26953125,496,0.0941161721282714,0.5286762857876794,0.008619877921547038,0.6484085388032332,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,9391
